Onnett_id;Osall_id;Henkilo_id;Osnro;Kulj_matk;Ikä;Sukupuoli;Kortti;Seuraus;Seuraussel;Kulj_kans;Ajokortlk;Ajokortikä
6651565;11603598;11445228;2;KU;63;M; ;0;ei henkilövahinkoa;SF ;            ;36
6629398;11603600;11445231;1;KU;18;N; ;0;ei henkilövahinkoa;   ;            ;0
6629398;11603601;11445232;2;KU;17;M; ;L;loukkaantunut;   ;            ;2
6685933;11603602;11445233;1;KU;24;N; ;0;ei henkilövahinkoa;SF ;B           ;6
6663899;11603607;11445239;1;KU;51;M; ;0;ei henkilövahinkoa;SF ;            ;33
6663899;11603607;11445240;1;MA;46;N; ;0;ei henkilövahinkoa;SF ;            ;
6663899;11603827;11445241;2;KU;; ; ;0;ei henkilövahinkoa;   ;            ;
6656233;11603828;11445242;1;KU;45;M; ;0;ei henkilövahinkoa;SF ;            ;24
6656233;11603829;11445243;2;KU;28;M; ;0;ei henkilövahinkoa;SF ;            ;9
7254942;12897243;12801318;1;KU;51;M; ;0;ei henkilövahinkoa;SF ;ABE         ;
7254942;12897244;12801317;2;KU;51;M; ;0;ei henkilövahinkoa;SF ;ABEC        ;
6681765;11603831;11445245;1;KU;91;N; ;0;ei henkilövahinkoa;SF ;AB          ;45
6681765;11603832;11445246;2;KU;37;N; ;0;ei henkilövahinkoa;SF ;B           ;11
7217379;12791625;12717826;2;KU;18;M; ;0;ei henkilövahinkoa;SF ;B           ;
7217379;12818751;12718944;1;KU;28;M; ;0;ei henkilövahinkoa;EV ;            ;
6629748;11603833;11445247;1;MA;48;M; ;L;loukkaantunut;SF ;            ;
6629748;11603833;11445248;1;KU;45;N;O;L;loukkaantunut;SF ;EI          ;27
6656235;11603842;11445262;1;KU;38;M; ;0;ei henkilövahinkoa;SF ;B           ;13
6656235;11603843;11445263;2;KU;28;M; ;0;ei henkilövahinkoa;SF ;B           ;
6656235;11603843;11445264;2;MA;26;N; ;0;ei henkilövahinkoa;SF ;            ;
6656237;11603858;11445548;1;KU;42;M; ;L;loukkaantunut;   ;            ;18
6660421;11603859;11445549;1;XX;; ; ;-;NA;   ;            ;
6660421;11603860;11445550;2;XX;; ; ;-;NA;   ;            ;
6656238;11603864;11445554;1;KU;51;N; ;0;ei henkilövahinkoa;SF ;AB          ;26
6656238;11603865;11445555;2;XX;; ; ;-;NA;   ;            ;
6629524;11603866;11445556;1;KU;44;N; ;0;ei henkilövahinkoa;SF ;ABE         ;
6629525;11603867;11445557;1;KU;21;M; ;0;ei henkilövahinkoa;   ;B           ;
6629525;11603867;11445558;1;MA;18;N; ;0;ei henkilövahinkoa;   ;            ;
6629525;11603867;11445559;1;MA;25;M; ;0;ei henkilövahinkoa;   ;            ;
6722245;11603879;11445571;1;KU;36;N; ;0;ei henkilövahinkoa;SF ;AB          ;18
6722245;11603880;11445572;2;KU;47;M; ;0;ei henkilövahinkoa;SF ;ABEC        ;30
6722245;11603881;11445573;3;KU;58;N; ;0;ei henkilövahinkoa;SF ;            ;38
6722245;11603881;11445574;3;MA;62;M; ;0;ei henkilövahinkoa;SF ;            ;
6656340;11603884;11445577;1;KU;48;M; ;0;ei henkilövahinkoa;SF ;ABC         ;25
6656340;11603885;11445578;2;KU;46;M; ;0;ei henkilövahinkoa;SF ;ABC         ;28
6656343;11604123;11445600;1;KU;43;M; ;0;ei henkilövahinkoa;SF ;ABECEDE     ;26
6656343;11604124;11445601;2;KU;31;M; ;0;ei henkilövahinkoa;EV ;B           ;
6611778;11604126;11445603;1;KU;; ; ;0;ei henkilövahinkoa;   ;            ;
6656344;11604131;11445608;1;KU;30;N; ;0;ei henkilövahinkoa;SF ;            ;12
6656344;11604132;11445609;2;KU;15;N; ;0;ei henkilövahinkoa;SF ;            ;
6656345;11604133;11445610;2;KU;39;N; ;0;ei henkilövahinkoa;SF ;            ;21
6540301;11604138;11445617;1;KU;38;N; ;0;ei henkilövahinkoa;SF ;B           ;2
6540301;11604139;11445618;2;KU;32;N; ;0;ei henkilövahinkoa;SF ;B           ;15
6656348;11604140;11445883;1;MA;27;N; ;0;ei henkilövahinkoa;EV ;            ;
6656348;11604140;11445884;1;KU;30;M; ;0;ei henkilövahinkoa;EV ;BC1         ;
6656348;11604141;11445885;2;KU;31;M; ;0;ei henkilövahinkoa;SF ;ABC         ;13
6628767;11604142;11445886;1;KU;59;M; ;0;ei henkilövahinkoa;   ;            ;
6651686;11604143;11445887;1;KU;26;M; ;0;ei henkilövahinkoa;SF ;            ;9
6651686;11604144;11445888;2;KU;48;N; ;L;loukkaantunut;SF ;            ;21
6507838;11604151;11445895;1;KU;18;M; ;0;ei henkilövahinkoa;SF ;B           ;
6622062;11604152;11445896;1;KU;26;M; ;0;ei henkilövahinkoa;SF ;BECE        ;8
6622062;11604153;11445897;2;KU;42;M; ;0;ei henkilövahinkoa;SF ;ABECEDE     ;25
6664062;11604154;11445898;1;KU;36;N; ;0;ei henkilövahinkoa;EV ;AB          ;
6664032;11604163;11445907;1;KU;23;M; ;0;ei henkilövahinkoa;SF ;BC          ;5
6664032;11604164;11445908;2;KU;23;M; ;0;ei henkilövahinkoa;SF ;BC          ;6
6664032;11604165;11445909;3;KU;44;N; ;0;ei henkilövahinkoa;SF ;B           ;26
6682441;11604172;11445916;1;KU;24;M; ;0;ei henkilövahinkoa;SF ;B           ;7
6682441;11604173;11445917;2;KU;61;M; ;0;ei henkilövahinkoa;SF ;ABEC        ;43
6629810;11604174;11445918;1;KU;38;M; ;0;ei henkilövahinkoa;SF ;ABEC        ;21
6629810;11604175;11445919;2;KU;43;M; ;0;ei henkilövahinkoa;IRL;AB          ;5
6629810;11604175;11445920;2;MA;11;N; ;0;ei henkilövahinkoa;SF ;            ;
6629810;11604175;11445921;2;MA;11;M; ;0;ei henkilövahinkoa;SF ;            ;
6611508;11604176;11445922;1;KU;47;N; ;0;ei henkilövahinkoa;SF ;            ;28
6611508;11604177;11445923;2;KU;39;M; ;0;ei henkilövahinkoa;BG ;            ;
6654259;11604178;11445924;1;KU;39;M; ;0;ei henkilövahinkoa;SF ;BE          ;22
6654259;11604179;11445925;2;KU;36;M; ;0;ei henkilövahinkoa;SF ;B           ;5
6620343;11604180;11445926;1;KU;34;M; ;0;ei henkilövahinkoa;SF ;            ;16
6620343;11604181;11445927;2;KU;24;M; ;0;ei henkilövahinkoa;SF ;            ;3
6622063;11604182;11445928;1;KU;18;M;X;0;ei henkilövahinkoa;SF ;A1B         ;1
6622063;11604183;11445929;2;MA;15;M; ;L;loukkaantunut;SF ;            ;
6622063;11604183;11445930;2;KU;16;N; ;L;loukkaantunut;SF ;AM/120      ;1
6696469;11604409;11445938;1;KU;26;M; ;0;ei henkilövahinkoa;SF ;BECE        ;9
6696469;11604410;11445939;2;KU;20;N; ;0;ei henkilövahinkoa;SF ;B           ;2
6716176;11604411;11445940;1;KU;47;M; ;0;ei henkilövahinkoa;SF ;ABEC        ;
6716176;11604412;11445941;2;KU;25;M; ;0;ei henkilövahinkoa;SF ;B           ;
6711148;11604413;11445942;1;KU;64;M; ;0;ei henkilövahinkoa;SF ;ABEC        ;43
6711148;11604413;11445943;1;MA;79;N; ;0;ei henkilövahinkoa;SF ;            ;
6688845;11604418;11445948;1;XX;; ; ;-;NA;   ;            ;
6722260;11604420;11445950;1;KU;35;M; ;0;ei henkilövahinkoa;SF ;            ;17
6722260;11604421;11445951;2;KU;48;N; ;0;ei henkilövahinkoa;SF ;            ;31
6620344;11604422;11445952;1;KU;66;M; ;0;ei henkilövahinkoa;SF ;ABECEDE     ;43
6620344;11604423;11445953;2;KU;30;N; ;0;ei henkilövahinkoa;EV ;B           ;
6768687;11604424;11445954;1;KU;42;M; ;0;ei henkilövahinkoa;SF ;ABECE       ;25
6768687;11604425;11445955;2;KU;28;M; ;0;ei henkilövahinkoa;SO ;BCD         ;2
6736427;11604426;11445956;1;KU;53;N; ;0;ei henkilövahinkoa;SF ;AB          ;26
6736427;11604427;11445957;2;JK;77;N; ;L;loukkaantunut;   ;            ;
6744297;11604428;11445958;1;KU;36;N; ;0;ei henkilövahinkoa;   ;            ;18
6744297;11604429;11445959;2;KU;; ; ;0;ei henkilövahinkoa;   ;            ;
6712770;11604430;11445960;1;KU;55;M; ;0;ei henkilövahinkoa;   ;            ;37
6712770;11604431;11445961;2;KU;71;M; ;0;ei henkilövahinkoa;   ;            ;
6740504;11604432;11445962;1;KU;81;M; ;0;ei henkilövahinkoa;SF ;            ;48
6656311;11604433;11445963;1;KU;59;M; ;0;ei henkilövahinkoa;SF ;AB          ;41
6656311;11604434;11445964;2;KU;40;M; ;0;ei henkilövahinkoa;SF ;ABECD       ;22
6620228;11604439;11445970;1;KU;15;M; ;0;ei henkilövahinkoa;SF ;AM          ;
6620228;11604439;11446236;1;MA;13;M; ;L;loukkaantunut;SF ;            ;
6620228;11604440;11446237;2;KU;44;M; ;0;ei henkilövahinkoa;SF ;B           ;13
6686012;11604441;11446238;1;KU;39;M; ;0;ei henkilövahinkoa;SF ;ABEC        ;22
6686012;11604442;11446239;2;KU;55;M; ;0;ei henkilövahinkoa;SF ;ABEC1E      ;37
6696442;11604444;11446241;1;KU;36;N; ;0;ei henkilövahinkoa;SF ;            ;19
6696442;11604445;11446242;2;KU;18;M; ;L;loukkaantunut;SF ;            ;0
6696442;11604445;11446243;2;MA;18;M; ;L;loukkaantunut;SF ;            ;
6656312;11604450;11446248;1;KU;21;M; ;0;ei henkilövahinkoa;X  ;            ;
6656312;11604451;11446249;2;XX;; ; ;-;NA;   ;            ;
6651953;11604452;11446250;1;KU;27;M; ;0;ei henkilövahinkoa;SF ;B           ;9
6651953;11604453;11446251;2;KU;34;N; ;0;ei henkilövahinkoa;SF ;B           ;5
6688867;11604454;11446252;1;KU;50;M; ;0;ei henkilövahinkoa;SF ;ABCD        ;32
6663801;11604457;11446256;1;KU;24;N; ;0;ei henkilövahinkoa;SF ;B           ;6
6663802;11604459;11446258;1;KU;23;N; ;L;loukkaantunut;SF ;            ;5
6686014;11604462;11446261;1;KU;49;N; ;0;ei henkilövahinkoa;SF ;AB          ;27
6686014;11604463;11446262;2;KU;17;M; ;L;loukkaantunut;SF ;AM          ;2
6688869;11613611;11446272;1;KU;63;M; ;0;ei henkilövahinkoa;SF ;ABE         ;45
6688869;11613612;11446273;2;JK;48;N; ;L;loukkaantunut;EV ;            ;
6571112;11613613;11446274;1;KU;18;N; ;L;loukkaantunut;SF ;B           ;0
6571112;11613613;11446275;1;MA;18;M; ;L;loukkaantunut;   ;            ;
6712702;11613614;11446276;1;KU;32;M; ;0;ei henkilövahinkoa;SF ;AB          ;15
6712702;11613615;11446277;2;KU;29;M; ;0;ei henkilövahinkoa;SF ;ABECE       ;11
6712819;11613618;11446280;1;KU;32;M; ;0;ei henkilövahinkoa;SF ;ABC         ;13
6712819;11613619;11446281;2;KU;17;M; ;L;loukkaantunut;SF ;            ;2
6586270;11613620;11446282;1;KU;49;M; ;0;ei henkilövahinkoa;SF ;BE          ;20
6586270;11613621;11446283;2;KU;24;N; ;0;ei henkilövahinkoa;SF ;B           ;6
6656313;11613622;11446284;1;KU;18;M; ;0;ei henkilövahinkoa;SF ;            ;
6656313;11613623;11446285;2;KU;8;M; ;0;ei henkilövahinkoa;SF ;            ;
7217380;12808273;12684256;1;KU;50;M; ;0;ei henkilövahinkoa;SF ;ABEC        ;33
7217380;12821130;12698581;2;KU;44;N; ;0;ei henkilövahinkoa;SF ;ABE         ;27
6712795;11613632;11446294;1;KU;35;M; ;0;ei henkilövahinkoa;SF ;ABC         ;17
6712795;11613633;11446295;2;KU;45;M; ;0;ei henkilövahinkoa;SF ;ABECE       ;28
7217301;12804491;12711292;2;KU;30;N; ;0;ei henkilövahinkoa;SF ;B           ;8
7217301;12823014;12692344;1;KU;29;M; ;0;ei henkilövahinkoa;SF ;BC          ;12
6549514;11613640;11446306;1;KU;51;N; ;0;ei henkilövahinkoa;   ;AB          ;
6716189;11613644;11446311;1;KU;52;N; ;0;ei henkilövahinkoa;SF ;            ;31
6716189;11613645;11446312;2;XX;; ; ;-;NA;   ;            ;
6586266;11613646;11446313;1;KU;26;M;O;0;ei henkilövahinkoa;SF ;EI          ;
6586266;11613647;11446314;2;KU;56;N; ;0;ei henkilövahinkoa;SF ;            ;38
6736451;11613654;11446323;1;KU;55;M; ;L;loukkaantunut;SF ;            ;37
6611531;11613657;11446591;1;KU;50;N;O;0;ei henkilövahinkoa;EV ;EI          ;
6611531;11613658;11446592;2;KU;28;M; ;L;loukkaantunut;SF ;BC          ;10
6520791;11613663;11446597;1;KU;25;M;X;L;loukkaantunut;EV ;B           ;0
6712785;11613664;11446598;1;KU;58;N; ;0;ei henkilövahinkoa;SF ;AB          ;39
6712785;11613665;11446599;2;KU;31;M; ;0;ei henkilövahinkoa;SF ;BC          ;13
6711850;11613668;11446604;1;KU;64;M; ;0;ei henkilövahinkoa;SF ;ABCD        ;41
6711850;11613669;11446605;2;KU;19;N; ;0;ei henkilövahinkoa;SF ;BC          ;1
6688884;11613670;11446606;1;KU;71;M; ;0;ei henkilövahinkoa;SF ;ABE         ;29
6688884;11613670;11446607;1;MA;65;N; ;0;ei henkilövahinkoa;SF ;            ;
6688884;11613671;11446608;2;MA;0;M; ;0;ei henkilövahinkoa;SF ;            ;
6688884;11613671;11446609;2;MA;18;N; ;0;ei henkilövahinkoa;SF ;            ;
6688884;11613671;11446610;2;KU;19;M; ;0;ei henkilövahinkoa;SF ;B           ;
6761283;11613673;11446612;1;KU;87;M; ;L;loukkaantunut;SF ;AB          ;47
6761283;11613674;11446613;2;KU;64;M; ;0;ei henkilövahinkoa;SF ;ABECEDE     ;20
6761283;11613674;11446614;2;MA;9;N; ;L;loukkaantunut;SF ;            ;
6768588;11609197;11446636;1;KU;46;M; ;0;ei henkilövahinkoa;SF ;AB          ;29
6768588;11609198;11446637;2;KU;24;M; ;L;loukkaantunut;SF ;            ;
6762662;11609199;11446638;1;KU;40;N; ;0;ei henkilövahinkoa;SF ;B           ;11
6762662;11609200;11446639;2;KU;60;M; ;0;ei henkilövahinkoa;SF ;ABEC        ;42
6425583;11609203;11446642;1;KU;61;M; ;0;ei henkilövahinkoa;SF ;            ;43
6425583;11609204;11446643;2;KU;48;N; ;0;ei henkilövahinkoa;SF ;            ;29
6685993;11609205;11446644;1;KU;37;M; ;0;ei henkilövahinkoa;SF ;BC          ;16
6685993;11609206;11446645;2;KU;48;M; ;0;ei henkilövahinkoa;SF ;ABC         ;30
6688885;11609211;11446650;1;KU;69;M; ;0;ei henkilövahinkoa;SF ;            ;46
6688885;11609212;11446651;2;KU;26;M; ;0;ei henkilövahinkoa;IRQ;            ;4
6620244;11609213;11446652;1;KU;33;M; ;0;ei henkilövahinkoa;EV ;BC          ;3
6620244;11609214;11446653;2;KU;26;M; ;0;ei henkilövahinkoa;EV ;ABC         ;1
6688886;11609217;11446655;2;KU;68;M; ;0;ei henkilövahinkoa;SF ;            ;41
6688886;11609219;11446656;4;JK;68;M; ;L;loukkaantunut;   ;            ;
6768603;11609220;11446657;1;KU;20;M; ;0;ei henkilövahinkoa;SF ;B           ;2
6665049;11609223;11446660;1;KU;22;M; ;L;loukkaantunut;SF ;B           ;1
6665049;11609224;11446661;2;KU;66;M; ;L;loukkaantunut;SF ;ABECE       ;43
6665049;11609225;11446662;3;KU;15;M; ;L;loukkaantunut;SF ;AM/120      ;1
7215683;12798578;12708925;2;KU;39;M; ;0;ei henkilövahinkoa;SF ;BE          ;22
7215683;12815702;12700868;1;KU;41;N; ;0;ei henkilövahinkoa;SF ;B           ;23
6586299;11609234;11446671;1;KU;21;M; ;0;ei henkilövahinkoa;SF ;B           ;2
6586299;11609235;11446672;2;KU;24;M; ;0;ei henkilövahinkoa;EV ;B           ;
6523679;11609236;11446673;1;KU;47;M; ;0;ei henkilövahinkoa;SF ;ABECE       ;29
6523679;11609236;11446674;1;MA;18;N; ;0;ei henkilövahinkoa;SF ;            ;
6523679;11609237;11446675;2;KU;51;N; ;0;ei henkilövahinkoa;SF ;B           ;10
6736544;11609242;11446944;1;KU;31;N; ;0;ei henkilövahinkoa;SF ;B           ;7
6736544;11609243;11446945;2;KU;57;M; ;0;ei henkilövahinkoa;SF ;BEC         ;19
6712883;11609244;11446946;1;KU;32;M; ;L;loukkaantunut;EV ;B           ;1
6696468;11605053;11446962;1;KU;63;M; ;0;ei henkilövahinkoa;SF ;ABECE       ;43
6696468;11605054;11446963;2;KU;26;N; ;0;ei henkilövahinkoa;SF ;B           ;9
6688909;11605056;11446965;1;KU;20;N; ;0;ei henkilövahinkoa;SF ;            ;2
6688909;11605057;11446966;2;KU;51;N; ;0;ei henkilövahinkoa;SF ;            ;31
6520789;11605062;11446971;1;KU;39;M; ;0;ei henkilövahinkoa;EV ;            ;
6520789;11605063;11446972;2;KU;70;N; ;0;ei henkilövahinkoa;SF ;            ;46
6683810;11605066;11446975;1;KU;18;M; ;0;ei henkilövahinkoa;   ;            ;
6683810;11605067;11446976;2;KU;; ; ;0;ei henkilövahinkoa;   ;            ;
6656374;11605068;11446977;1;KU;18;M;X;0;ei henkilövahinkoa;SF ;B           ;
6544518;11605080;11446989;1;KU;31;M;O;L;loukkaantunut;   ;EI          ;
6586430;11605081;11446990;1;KU;34;N; ;0;ei henkilövahinkoa;SF ;B           ;17
6586430;11605082;11446991;2;KU;51;M; ;0;ei henkilövahinkoa;SF ;ABECE       ;34
6586430;11605083;11446992;3;KU;66;M; ;0;ei henkilövahinkoa;SF ;ABE         ;44
6613440;11605084;11446993;1;KU;61;N; ;0;ei henkilövahinkoa;   ;            ;38
6571111;11605087;11446996;1;KU;15;N; ;L;loukkaantunut;SF ;AM          ;
6571111;11605087;11446997;1;MA;16;N; ;0;ei henkilövahinkoa;SF ;            ;
6571111;11605088;11446998;2;KU;20;N; ;0;ei henkilövahinkoa;SF ;B           ;2
6505320;11605094;11447004;1;KU;18;M; ;0;ei henkilövahinkoa;   ;B           ;0
6505320;11605094;11447005;1;MA;18;M; ;L;loukkaantunut;   ;            ;
6651761;11605097;11447008;1;KU;36;M; ;0;ei henkilövahinkoa;SF ;ABC1        ;18
6651761;11605098;11447009;2;KU;45;M; ;0;ei henkilövahinkoa;SF ;ABC         ;27
6629342;11605100;11447011;1;KU;24;M; ;L;loukkaantunut;SF ;BC          ;7
6651506;11605101;11447012;1;KU;35;M; ;0;ei henkilövahinkoa;SF ;ABECE       ;17
6629343;11605102;11447013;1;KU;49;M; ;0;ei henkilövahinkoa;SF ;            ;20
6629343;11605103;11447014;2;KU;35;M; ;0;ei henkilövahinkoa;SF ;            ;18
6650362;11605104;11447015;1;KU;56;M; ;0;ei henkilövahinkoa;SF ;BCD         ;14
6656386;11605105;11447016;1;KU;16;M; ;0;ei henkilövahinkoa;SF ;AM          ;1
6656386;11605106;11447017;2;KU;17;N; ;L;loukkaantunut;SF ;            ;
6650361;11605109;11447021;1;MA;54;N; ;0;ei henkilövahinkoa;SF ;            ;
6650361;11605109;11447022;1;KU;57;M; ;0;ei henkilövahinkoa;SF ;AB          ;39
6650361;11605110;11447023;2;KU;22;N; ;L;loukkaantunut;SF ;BC          ;4
6686084;11605113;11447026;1;XX;; ; ;-;NA;   ;            ;
6742195;11605117;11447294;1;XX;; ; ;-;NA;   ;            ;
6742195;11605328;11447295;2;XX;; ; ;-;NA;   ;            ;
6688929;11605329;11447296;1;KU;18;M; ;0;ei henkilövahinkoa;SF ;            ;1
6688929;11605330;11447297;2;KU;53;N; ;L;loukkaantunut;SF ;            ;35
6722261;11605331;11447298;1;KU;43;M; ;0;ei henkilövahinkoa;SF ;BE          ;22
6722261;11605332;11447299;2;KU;40;N; ;0;ei henkilövahinkoa;SF ;B           ;18
6620268;11605335;11447302;1;KU;18;M; ;L;loukkaantunut;SF ;A1B         ;0
6611723;11605347;11447315;1;KU;18;M; ;0;ei henkilövahinkoa;SF ;B           ;
6611723;11605348;11447316;2;KU;53;N; ;0;ei henkilövahinkoa;   ;ABC         ;34
6571197;11605354;11447322;1;KU;35;M; ;0;ei henkilövahinkoa;   ;            ;6
6571215;11605356;11447324;1;KU;44;N; ;0;ei henkilövahinkoa;SF ;AB          ;26
6571215;11605357;11447325;2;KU;22;M; ;0;ei henkilövahinkoa;SF ;B           ;4
6611474;11605358;11447326;1;KU;64;M; ;0;ei henkilövahinkoa;SF ;ABC         ;38
6611474;11605359;11447327;2;KU;28;M; ;0;ei henkilövahinkoa;SF ;            ;11
6578260;11605363;11447331;1;KU;65;N; ;0;ei henkilövahinkoa;   ;            ;44
6578260;11605364;11447332;2;JK;74;N; ;L;loukkaantunut;   ;            ;
6622149;11605365;11447333;1;KU;49;N; ;0;ei henkilövahinkoa;SF ;B           ;13
6622149;11605366;11447334;2;KU;56;N; ;0;ei henkilövahinkoa;SF ;ABECD       ;38
6612596;11605371;11447339;1;KU;61;M; ;0;ei henkilövahinkoa;SF ;ABE         ;
6612596;11605372;11447340;2;KU;25;M; ;0;ei henkilövahinkoa;SF ;B           ;7
6622150;11605373;11447341;1;KU;40;M; ;0;ei henkilövahinkoa;SF ;BE          ;22
6622150;11605374;11447342;2;KU;16;M; ;L;loukkaantunut;SF ;AM/120      ;1
6622150;11605374;11447343;2;MA;15;M; ;L;loukkaantunut;SF ;            ;
6660586;11605383;11447352;1;KU;48;N; ;0;ei henkilövahinkoa;SF ;AB          ;30
6660586;11605384;11447353;2;KU;51;M; ;0;ei henkilövahinkoa;SF ;ABEC        ;
6651727;11605385;11447354;1;KU;; ; ;0;ei henkilövahinkoa;   ;            ;
6651728;11605386;11447355;1;KU;47;N; ;0;ei henkilövahinkoa;SF ;AB          ;30
6651728;11605387;11447356;2;KU;53;N; ;0;ei henkilövahinkoa;SF ;AB          ;34
6682496;11605391;11447360;1;KU;43;M; ;L;loukkaantunut;SF ;ABE         ;25
6682496;11605392;11447361;2;KU;75;M; ;L;loukkaantunut;SF ;AB          ;43
6696465;11605393;11447362;1;KU;48;M; ;L;loukkaantunut;SF ;ABECEDE     ;30
6660587;11605394;11447363;1;KU;47;M; ;0;ei henkilövahinkoa;SF ;            ;29
6660587;11605395;11447364;2;KU;28;M; ;0;ei henkilövahinkoa;EV ;ABECE       ;
6660587;11605396;11447365;3;XX;; ; ;-;NA;   ;            ;
6663945;11605617;11447378;1;KU;18;M; ;K;kuollut;SF ;            ;0
6663945;11605618;11447379;2;KU;45;N; ;L;loukkaantunut;SF ;AB          ;27
6682497;11605622;11447647;1;KU;15;M; ;0;ei henkilövahinkoa;   ;            ;
6682497;11605622;11447648;1;MA;15;N; ;L;loukkaantunut;   ;            ;
6716298;11605623;11447649;1;KU;20;N; ;0;ei henkilövahinkoa;SF ;B           ;2
6716298;11605623;11447650;1;MA;41;N; ;0;ei henkilövahinkoa;SF ;            ;
6716298;11605624;11447651;2;JK;13;N; ;L;loukkaantunut;   ;            ;
6664093;11605625;11447652;1;KU;45;N; ;0;ei henkilövahinkoa;   ;AB          ;
6651473;11605626;11447653;1;KU;39;M; ;0;ei henkilövahinkoa;SF ;BC          ;
7429480;13221699;13135795;1;KU;47;M; ;0;ei henkilövahinkoa;SF ;AB          ;
7429480;13221700;13135794;2;KU;35;M; ;0;ei henkilövahinkoa;UZB;B           ;
6660588;11605627;11447654;2;XX;; ; ;-;NA;   ;            ;
6621969;11605640;11447669;1;KU;48;M; ;0;ei henkilövahinkoa;SF ;AB          ;30
6621969;11605641;11447670;2;KU;30;M; ;0;ei henkilövahinkoa;SF ;BEC         ;12
6620481;11605647;11447679;1;KU;35;M; ;0;ei henkilövahinkoa;SF ;B           ;16
6620481;11605648;11447680;2;KU;28;M; ;0;ei henkilövahinkoa;XXX;B           ;
6629685;11605649;11447681;2;KU;47;M; ;0;ei henkilövahinkoa;SF ;ABECEDE     ;30
6629685;11605650;11447682;3;MA;;M; ;0;ei henkilövahinkoa;SF ;            ;
6629685;11605650;11447683;3;KU;;M; ;0;ei henkilövahinkoa;SF ;            ;
6629685;11605651;11447684;4;KU;28;M; ;0;ei henkilövahinkoa;SF ;            ;10
6621970;11605652;11447685;1;KU;22;M; ;0;ei henkilövahinkoa;SF ;B           ;4
6621971;11605653;11447686;1;KU;41;M; ;0;ei henkilövahinkoa;SF ;BEC         ;23
6621971;11605654;11447687;2;KU;60;N; ;0;ei henkilövahinkoa;SF ;AB          ;39
6611624;11605655;11447688;1;KU;45;N; ;0;ei henkilövahinkoa;   ;            ;15
6611624;11605656;11447689;2;KU;34;M; ;0;ei henkilövahinkoa;   ;BCD         ;10
6611625;11605657;11447690;1;KU;66;N; ;0;ei henkilövahinkoa;SF ;ABE         ;43
6611625;11605658;11447691;2;KU;68;M; ;L;loukkaantunut;SF ;ABEC        ;45
6620483;11605659;11447692;1;KU;45;N; ;L;loukkaantunut;SF ;AB          ;27
6620483;11605660;11447693;2;KU;38;M; ;0;ei henkilövahinkoa;SF ;BEC         ;20
6621953;11605661;11447694;1;XX;; ; ;-;NA;   ;            ;
6621953;11605662;11447695;2;KU;60;M; ;0;ei henkilövahinkoa;EV ;BECEDE      ;
6688657;11605663;11447696;1;KU;21;N; ;0;ei henkilövahinkoa;SF ;            ;3
6688657;11605664;11447697;2;KU;66;N; ;0;ei henkilövahinkoa;SF ;            ;37
6621954;11605665;11447698;1;KU;45;N; ;0;ei henkilövahinkoa;SF ;B           ;13
6621954;11605666;11447699;2;KU;62;M; ;0;ei henkilövahinkoa;SF ;ABECEDE     ;25
6651852;11605667;11447700;1;KU;19;M; ;0;ei henkilövahinkoa;SF ;            ;
6621955;11605668;11447701;1;KU;41;N; ;0;ei henkilövahinkoa;   ;            ;15
6621955;11605669;11447702;2;KU;65;M; ;L;loukkaantunut;   ;            ;
6611418;11605670;11447703;1;KU;36;N; ;0;ei henkilövahinkoa;SF ;B           ;16
6613126;11605671;11447704;1;KU;56;N; ;L;loukkaantunut;SF ;ABE         ;26
6611419;11605672;11447705;1;KU;56;M; ;0;ei henkilövahinkoa;EV ;ABECE       ;
6629781;11605673;11447706;1;KU;31;M; ;L;loukkaantunut;SF ;ABECEDE     ;14
6665072;11605676;11447709;1;KU;42;N; ;0;ei henkilövahinkoa;   ;            ;24
6665072;11605676;11447710;1;MA;19;M; ;0;ei henkilövahinkoa;   ;            ;
6665072;11605677;11447711;2;KU;70;N; ;0;ei henkilövahinkoa;   ;            ;46
6656156;11605892;11447716;1;KU;29;N; ;0;ei henkilövahinkoa;SF ;B           ;11
6656156;11605892;11447717;1;MA;;N; ;0;ei henkilövahinkoa;SF ;            ;
6656156;11605893;11447718;2;KU;60;N; ;L;loukkaantunut;   ;            ;
6612210;11605897;11447722;1;KU;23;N; ;0;ei henkilövahinkoa;SF ;B           ;6
6660571;11605899;11447724;1;KU;31;M; ;0;ei henkilövahinkoa;SF ;B           ;13
6628294;11605900;11447725;1;KU;23;M; ;0;ei henkilövahinkoa;SF ;AB          ;5
6628294;11605901;11447726;2;KU;54;N; ;0;ei henkilövahinkoa;SF ;AB          ;27
6575600;11605902;11447727;1;KU;62;M; ;0;ei henkilövahinkoa;RUS;B           ;18
6575600;11605903;11447728;2;KU;40;N; ;0;ei henkilövahinkoa;SF ;ABE         ;22
6660572;11605904;11447729;1;XX;; ; ;-;NA;   ;            ;
6660572;11605905;11447730;2;XX;; ; ;-;NA;   ;            ;
6611810;11605906;11447731;1;KU;43;M; ;0;ei henkilövahinkoa;EV ;BECEDE      ;
6611810;11605907;11447732;2;KU;37;M; ;0;ei henkilövahinkoa;SF ;B           ;20
6656159;11605914;11448004;1;KU;24;N; ;0;ei henkilövahinkoa;SF ;            ;5
6656159;11605914;11448005;1;MA;28;M; ;0;ei henkilövahinkoa;SF ;            ;
6656159;11605915;11448006;2;KU;19;N; ;0;ei henkilövahinkoa;SF ;            ;
