Onnett_id;Osall_id;Osnro;Oslaji;Oslajisel;Peräv;Perävsel;Ajolaji;Ajolajisel;Kuollut;Loukk;Ajoneuvika;Ajoneuvmas
6660716;11595735;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;0;11;1425
6655924;11595737;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;0;2;1224
6655924;11595738;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;0;8;1235
6688534;11595744;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;0;9;1820
6688534;11595745;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;0;2;1355
6685673;11595746;1;33;linja-auto;-1;Ei arvoa;1;ammattimaisessa ajossa;0;0;1;14650
6685673;11595747;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;0;7;1617
6711693;11595748;1;31;pakettiauto;-1;Ei arvoa;-1;Ei arvoa;0;0;11;1950
6711693;11595749;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;0;0;1352
6685674;11595750;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;0;15;1194
6685674;11595751;2;10;jalankulkija;-1;Ei arvoa;-1;Ei arvoa;0;1;;
6651493;11595754;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;0;7;1692
6651493;11595755;2;10;jalankulkija;-1;Ei arvoa;-1;Ei arvoa;0;1;;
6655925;11595756;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;;;;
6655925;11595757;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;;;;
6655925;11595758;3;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;;;;
6629502;11595762;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;1;2;1615
6629502;11595763;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;4;0;1465
6629502;11595764;3;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;1;7;1275
6621831;11595765;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;0;11;1435
6621831;11595766;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;0;1;1635
6629671;11595767;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;0;16;1166
6578085;11591283;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;0;0;1307
6578085;11591284;2;31;pakettiauto;-1;Ei arvoa;-1;Ei arvoa;;;;
6660694;11591287;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;0;2;1337
6660694;11591288;2;11;polkupyöräilijä;-1;Ei arvoa;-1;Ei arvoa;0;1;;
6586177;11591289;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;0;3;1347
6586177;11591290;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;0;7;1065
6586242;11591291;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;0;8;1095
6586242;11591292;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;0;6;1074
6518504;11591294;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;0;6;1361
6518504;11591295;2;31;pakettiauto;-1;Ei arvoa;-1;Ei arvoa;0;0;8;1980
6660695;11591296;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;;;;
6660695;11591297;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;;;;
6494521;11591299;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;;;;
6494521;11591300;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;;;;
6660697;11591306;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;;;;
6660697;11591307;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;;;;
6485199;11591316;1;30;henkilöauto;-1;Ei arvoa;1;ammattimaisessa ajossa;0;0;0;1705
6485199;11591317;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;0;8;2270
6575513;11591318;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;;;;
6481034;11591326;1;30;henkilöauto;-1;Ei arvoa;1;ammattimaisessa ajossa;0;0;0;1845
6518497;11591327;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;;;;
6485705;11591328;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;0;;
6485705;11591329;2;32;kuorma-auto;-1;Ei arvoa;-1;Ei arvoa;0;0;;
6520847;11591334;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;0;0;1200
6520847;11591335;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;0;11;1040
6469145;11591336;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;;;;
6469145;11591337;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;0;18;1200
6575514;11591343;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;0;8;1542
6575514;11591344;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;0;15;1355
6578069;11591345;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;;;;
6575515;11591348;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;0;1;1229
6575515;11591349;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;0;11;970
6494517;11591350;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;0;1;1735
6494517;11591351;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;0;3;1234
6575496;11591352;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;0;16;1497
6575496;11591353;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;0;;
6621800;11587108;2;10;jalankulkija;-1;Ei arvoa;-1;Ei arvoa;0;1;;
6621800;11591354;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;0;2;1845
6629588;11587119;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;0;2;1675
6629588;11587120;2;31;pakettiauto;-1;Ei arvoa;-1;Ei arvoa;0;0;10;1960
6611818;11587125;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;0;16;1390
6611818;11587126;2;31;pakettiauto;-1;Ei arvoa;-1;Ei arvoa;0;0;1;1615
6621801;11587127;1;11;polkupyöräilijä;-1;Ei arvoa;-1;Ei arvoa;0;0;;
6621801;11587128;2;10;jalankulkija;-1;Ei arvoa;-1;Ei arvoa;0;1;;
6621802;11587133;1;32;kuorma-auto;-1;Ei arvoa;1;ammattimaisessa ajossa;0;0;5;3800
6621802;11587134;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;;;;
6621802;11587135;3;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;;;;
6621803;11587138;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;0;1;1502
6621803;11587139;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;0;10;1536
6621803;11587140;3;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;0;0;1084
6680402;11587141;1;32;kuorma-auto;-1;Ei arvoa;-1;Ei arvoa;0;0;8;13600
6680402;11587142;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;0;8;1511
6655994;11587143;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;0;7;1397
6629800;11587144;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;0;13;1725
6629800;11587145;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;0;9;2185
6629800;11587146;3;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;0;0;2015
6688571;11587147;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;;;;
6688571;11587148;2;31;pakettiauto;-1;Ei arvoa;-1;Ei arvoa;;;;
6626252;11587151;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;0;11;1505
6626252;11587152;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;0;0;1275
6611890;11587157;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;1;1;0;1360
6633304;11587158;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;0;9;1275
6633304;11587159;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;0;11;1393
6633304;11587160;3;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;0;2;1320
6575505;11587162;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;0;9;1510
6575505;11587163;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;0;17;1390
6575506;11587164;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;0;20;980
6575506;11587165;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;;;;
6620537;11587169;1;31;pakettiauto;-1;Ei arvoa;-1;Ei arvoa;;;;
6620537;11587170;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;;;;
6620538;11587171;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;0;0;1600
6620538;11587172;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;;;;
6620538;11587173;3;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;;;;
6620539;11587174;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;0;9;1580
6620540;11587175;1;30;henkilöauto;-1;Ei arvoa;1;ammattimaisessa ajossa;0;0;2;1735
6620540;11587176;2;30;henkilöauto;-1;Ei arvoa;1;ammattimaisessa ajossa;0;0;3;2412
6621910;11587177;1;30;henkilöauto;-1;Ei arvoa;1;ammattimaisessa ajossa;0;0;;
6621910;11587178;2;10;jalankulkija;-1;Ei arvoa;-1;Ei arvoa;0;1;;
6621910;11587392;3;10;jalankulkija;-1;Ei arvoa;-1;Ei arvoa;0;0;;
6542873;11587405;1;30;henkilöauto;-1;Ei arvoa;1;ammattimaisessa ajossa;0;0;1;1557
6542873;11587406;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;0;6;1450
6523740;11587407;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;0;0;910
6620541;11587410;1;43;muu moottorikäyttöinen ajoneuvo;-1;Ei arvoa;-1;Ei arvoa;0;0;12;2230
6620541;11587411;2;10;jalankulkija;-1;Ei arvoa;-1;Ei arvoa;1;0;;
6575507;11587412;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;;;;
6575507;11587413;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;;;;
6575508;11587414;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;;;;
6575508;11587415;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;;;;
6550075;11587416;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;0;0;1370
6480093;11587419;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;0;0;1130
6485192;11587420;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;1;8;1417
6485193;11587423;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;0;1;1337
6485193;11587424;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;;;;
6485699;11587428;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;0;3;1640
6485699;11587429;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;0;2;1199
6484345;11587434;1;33;linja-auto;-1;Ei arvoa;1;ammattimaisessa ajossa;0;0;6;12450
6484345;11587435;2;33;linja-auto;-1;Ei arvoa;1;ammattimaisessa ajossa;0;0;2;12300
6505349;11587440;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;0;14;955
6505349;11587441;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;0;2;1102
6494509;11587443;1;33;linja-auto;-1;Ei arvoa;-1;Ei arvoa;0;0;0;12239
6494509;11587444;2;31;pakettiauto;-1;Ei arvoa;-1;Ei arvoa;0;0;4;1810
6712807;11587447;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;0;7;1667
6712807;11587448;2;31;pakettiauto;-1;Ei arvoa;-1;Ei arvoa;0;0;0;1750
6544577;11587449;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;;;;
6485194;11587450;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;;;;
6621889;11587451;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;0;7;1830
6621889;11587452;2;11;polkupyöräilijä;-1;Ei arvoa;-1;Ei arvoa;0;1;;
6621890;11587453;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;0;13;1102
6656092;11587456;1;30;henkilöauto;-1;Ei arvoa;1;ammattimaisessa ajossa;0;0;1;1854
6656092;11587457;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;0;10;1045
6656092;11587458;3;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;0;;
6656074;11587461;1;33;linja-auto;-1;Ei arvoa;1;ammattimaisessa ajossa;0;0;11;11850
6656074;11587462;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;0;6;905
6620444;11587695;1;32;kuorma-auto;-1;Ei arvoa;1;ammattimaisessa ajossa;0;0;1;5650
6620444;11587696;2;31;pakettiauto;-1;Ei arvoa;-1;Ei arvoa;0;0;7;1610
6651876;11587700;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;0;5;1635
6651876;11587701;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;0;7;1605
6656075;11587703;1;10;jalankulkija;-1;Ei arvoa;-1;Ei arvoa;0;1;;
6656075;11587704;2;33;linja-auto;-1;Ei arvoa;1;ammattimaisessa ajossa;0;0;4;12300
6660611;11587707;1;32;kuorma-auto;-1;Ei arvoa;-1;Ei arvoa;0;0;7;9925
6660611;11587708;2;32;kuorma-auto;-1;Ei arvoa;-1;Ei arvoa;0;0;;
6485698;11587709;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;;;;
6664057;11587710;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;0;0;1254
6664057;11587711;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;0;19;1400
6621885;11587714;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;0;9;1503
6621885;11587715;2;31;pakettiauto;-1;Ei arvoa;-1;Ei arvoa;;;;
6620453;11587721;1;30;henkilöauto;-1;Ei arvoa;1;ammattimaisessa ajossa;0;1;2;1505
6620453;11587722;2;30;henkilöauto;-1;Ei arvoa;1;ammattimaisessa ajossa;0;0;0;1705
6656088;11587723;1;30;henkilöauto;-1;Ei arvoa;1;ammattimaisessa ajossa;0;2;4;1845
6660630;11587732;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;0;0;1095
6629506;11587733;1;31;pakettiauto;3;kevytperävaunu;-1;Ei arvoa;0;0;7;2030
6629506;11587734;3;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;0;;
6660631;11587735;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;0;15;1325
6660631;11587736;2;32;kuorma-auto;-1;Ei arvoa;-1;Ei arvoa;0;0;9;2170
6656089;11587738;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;0;7;1366
6656089;11587739;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;;;;
6660597;11587740;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;;;;
6660597;11587741;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;0;0;1464
6660598;11587742;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;0;9;1815
6660598;11587743;2;99;tuntematon kulkuväline;-1;Ei arvoa;1;ammattimaisessa ajossa;0;0;;
6651839;11587961;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;0;5;1555
6651839;11587962;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;0;0;1160
6656056;11587963;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;0;16;955
6656056;11587964;2;30;henkilöauto;-1;Ei arvoa;1;ammattimaisessa ajossa;0;0;1;2590
6656057;11587965;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;0;4;1365
7160448;12468514;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;0;18;1210
7160448;12468515;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;0;6;1330
6660811;11587974;1;30;henkilöauto;-1;Ei arvoa;1;ammattimaisessa ajossa;0;0;1;1845
6660811;11587975;2;32;kuorma-auto;-1;Ei arvoa;1;ammattimaisessa ajossa;0;0;;
6660812;11587976;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;0;7;1265
6660812;11587977;2;10;jalankulkija;-1;Ei arvoa;-1;Ei arvoa;0;1;;
6660813;11587978;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;0;2;1439
6660813;11587979;2;31;pakettiauto;-1;Ei arvoa;-1;Ei arvoa;0;0;2;1420
6660814;11587982;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;0;15;1135
6685639;11587983;1;31;pakettiauto;-1;Ei arvoa;-1;Ei arvoa;0;0;8;2050
6685639;11587984;2;10;jalankulkija;-1;Ei arvoa;-1;Ei arvoa;0;1;;
6620646;11587985;1;32;kuorma-auto;-1;Ei arvoa;1;ammattimaisessa ajossa;0;0;8;12500
6620646;11587986;2;11;polkupyöräilijä;-1;Ei arvoa;-1;Ei arvoa;0;1;;
6651846;11587991;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;0;0;1325
6651846;11587992;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;0;3;1703
6660815;11587993;1;32;kuorma-auto;2;varsinainen perävaunu;1;ammattimaisessa ajossa;0;0;6;14200
6660815;11587994;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;1;0;1603
6664131;11587995;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;0;7;1600
6664131;11587996;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;0;12;1236
6611963;11587997;1;31;pakettiauto;-1;Ei arvoa;-1;Ei arvoa;0;0;15;1550
6611963;11587998;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;0;0;855
6620647;11587999;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;;;;
6651498;11588008;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;0;10;935
6651497;11588009;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;0;12;965
6660799;11588014;1;50;raitiovaunu;-1;Ei arvoa;1;ammattimaisessa ajossa;0;0;;
6660799;11588015;2;33;linja-auto;-1;Ei arvoa;1;ammattimaisessa ajossa;0;0;1;14035
6685620;11588016;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;0;11;1390
6685621;11588017;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;;;;
6685621;11588018;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;0;12;1415
6682436;11588019;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;0;17;1223
6682436;11588020;2;40;traktori;-1;Ei arvoa;-1;Ei arvoa;0;0;5;7200
6655890;11588024;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;0;0;1440
6685622;11588026;1;10;jalankulkija;-1;Ei arvoa;-1;Ei arvoa;0;1;;
6685622;11588027;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;0;9;1337
7160626;12468684;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;0;17;1460
7160626;12468685;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;0;14;1935
6681113;11588243;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;0;4;1345
6681113;11588244;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;0;23;1360
6660800;11588247;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;1;8;1088
6660800;11588248;2;50;raitiovaunu;-1;Ei arvoa;1;ammattimaisessa ajossa;0;0;;
6425608;11588261;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;;;;
6660808;11588262;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;0;16;1462
6660808;11588263;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;0;7;1620
6621778;11588264;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;0;6;1406
6621778;11588265;2;32;kuorma-auto;-1;Ei arvoa;-1;Ei arvoa;;;;
6660809;11588268;1;30;henkilöauto;-1;Ei arvoa;1;ammattimaisessa ajossa;0;0;0;1662
6660809;11588269;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;1;2;1420
6655908;11588271;1;10;jalankulkija;-1;Ei arvoa;-1;Ei arvoa;0;1;;
6655908;11588272;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;0;;
6620672;11588273;1;99;tuntematon kulkuväline;-1;Ei arvoa;-1;Ei arvoa;0;0;;
6620672;11588274;2;11;polkupyöräilijä;-1;Ei arvoa;-1;Ei arvoa;0;0;;
6621779;11588275;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;1;2;1645
6621780;11588278;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;0;0;1503
6655909;11588295;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;;;;
6685614;11588296;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;;;;
6655881;11588297;1;31;pakettiauto;-1;Ei arvoa;-1;Ei arvoa;;;;
6485202;11588298;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;;;;
6621768;11588540;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;0;2;1430
6621768;11588541;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;;;;
6577995;11588544;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;0;7;1640
6577995;11588545;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;0;16;1100
6621757;11588553;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;0;4;1670
6621757;11588554;2;10;jalankulkija;-1;Ei arvoa;-1;Ei arvoa;0;1;;
6660770;11588556;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;;;;
6655859;11588560;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;0;0;1687
6575427;11588563;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;0;6;1430
6575427;11588564;2;43;muu moottorikäyttöinen ajoneuvo;-1;Ei arvoa;-1;Ei arvoa;0;0;15;9230
7161171;12468890;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;;;;
6620567;11588565;1;30;henkilöauto;-1;Ei arvoa;1;ammattimaisessa ajossa;0;0;2;1645
6620567;11588566;2;30;henkilöauto;-1;Ei arvoa;1;ammattimaisessa ajossa;0;0;4;1830
6550130;11588573;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;1;1;;
6620582;11588585;1;31;pakettiauto;-1;Ei arvoa;-1;Ei arvoa;0;0;;
6620582;11588586;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;;;;
6578110;11588587;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;0;1;1375
6578110;11588588;2;33;linja-auto;-1;Ei arvoa;-1;Ei arvoa;0;0;2;14810
6571108;11588589;1;31;pakettiauto;-1;Ei arvoa;-1;Ei arvoa;0;0;4;2800
6571108;11588590;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;1;0;935
6571108;11588591;3;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;0;1;1419
6571108;11588592;4;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;0;7;1610
6425630;11588818;1;32;kuorma-auto;-1;Ei arvoa;-1;Ei arvoa;0;0;11;17500
6425630;11588819;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;0;7;1540
6425630;11588820;3;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;;;;
6524104;11588826;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;0;6;2075
6524104;11588827;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;0;9;1493
6518380;11588837;1;32;kuorma-auto;-1;Ei arvoa;-1;Ei arvoa;0;0;13;8800
6518380;11588838;2;33;linja-auto;-1;Ei arvoa;-1;Ei arvoa;0;0;12;12300
6520857;11588841;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;0;4;1731
6520857;11588842;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;0;7;1025
6520857;11588843;3;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;0;1;1297
6544476;11588844;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;0;7;1715
6544476;11588845;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;0;4;940
6542882;11588847;1;32;kuorma-auto;-1;Ei arvoa;-1;Ei arvoa;0;0;1;7100
6542882;11588848;2;32;kuorma-auto;-1;Ei arvoa;-1;Ei arvoa;0;0;13;14150
6620593;11588849;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;0;3;1274
6620593;11588850;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;0;0;950
6575422;11588851;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;0;10;1434
6575422;11588852;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;0;3;1774
6613630;11588854;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;0;3;1369
6613630;11588855;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;0;10;885
6613630;11588856;3;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;0;;
6611437;11588857;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;0;7;1100
6628266;11588858;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;0;0;1330
6629868;11588859;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;0;0;1080
6578087;11588862;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;0;1;1645
6578088;11588867;1;33;linja-auto;-1;Ei arvoa;-1;Ei arvoa;0;0;5;14700
6578088;11588868;2;10;jalankulkija;-1;Ei arvoa;-1;Ei arvoa;0;1;;
6544468;11588869;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;0;17;915
6544468;11588870;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;0;7;2019
6544468;11588871;3;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;0;2;1715
6621745;11589092;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;0;7;1875
6621745;11589093;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;0;23;1360
6620594;11589094;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;0;2;1840
6620594;11589095;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;0;10;1399
6620594;11589096;3;31;pakettiauto;-1;Ei arvoa;-1;Ei arvoa;0;0;2;2162
